3297	29005179	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/29005179	BitcoinPullTester	Automatic sanity-testing: PASSED, see for binaries and test log. This test script verifies pulls every time they are updated. It, however, dies sometimes and fails to test properly. If you are waiting on a test, please check timestamps to verify that the test.log is moving at Contact BlueMatt on freenode if something looks broken.
3296	28985917	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28985917	BitcoinPullTester	Automatic sanity-testing: PASSED, see for binaries and test log. This test script verifies pulls every time they are updated. It, however, dies sometimes and fails to test properly. If you are waiting on a test, please check timestamps to verify that the test.log is moving at Contact BlueMatt on freenode if something looks broken.
3295	28975802	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28975802	BitcoinPullTester	Automatic sanity-testing: PASSED, see for binaries and test log. This test script verifies pulls every time they are updated. It, however, dies sometimes and fails to test properly. If you are waiting on a test, please check timestamps to verify that the test.log is moving at Contact BlueMatt on freenode if something looks broken.
3294	28958081	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28958081	BitcoinPullTester	Automatic sanity-testing: PASSED, see for binaries and test log. This test script verifies pulls every time they are updated. It, however, dies sometimes and fails to test properly. If you are waiting on a test, please check timestamps to verify that the test.log is moving at Contact BlueMatt on freenode if something looks broken.
3286	28897913	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28897913	BitcoinPullTester	Automatic sanity-testing: PASSED, see for binaries and test log. This test script verifies pulls every time they are updated. It, however, dies sometimes and fails to test properly. If you are waiting on a test, please check timestamps to verify that the test.log is moving at Contact BlueMatt on freenode if something looks broken.
3286	29006854	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/29006854	Diapolo	Am I right that MaxAddressLength is not the MinAddressLength ;)? And if this is the case, what is the minimum length of a BTC address? This is not yet mergable in the current state ^^.
3285	28910487	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28910487	BitcoinPullTester	Automatic sanity-testing: PASSED, see for binaries and test log. This test script verifies pulls every time they are updated. It, however, dies sometimes and fails to test properly. If you are waiting on a test, please check timestamps to verify that the test.log is moving at Contact BlueMatt on freenode if something looks broken.
3285	29007831	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/29007831	Diapolo	I have more string and translations updates, but dont want to bloat this pull, so it gets merged faster. Can you take a look please?
3284	28965276	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28965276	BitcoinPullTester	Automatic sanity-testing: PASSED, see for binaries and test log. This test script verifies pulls every time they are updated. It, however, dies sometimes and fails to test properly. If you are waiting on a test, please check timestamps to verify that the test.log is moving at Contact BlueMatt on freenode if something looks broken.
3284	28979434	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28979434	laanwj	Can I get some acks here please?
3284	28983010	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28983010	sipa	ACK design. The code looks good, but I havent checked all moves in detail.
3281	28788339	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28788339	BitcoinPullTester	Automatic sanity-testing: PASSED, see for binaries and test log. This test script verifies pulls every time they are updated. It, however, dies sometimes and fails to test properly. If you are waiting on a test, please check timestamps to verify that the test.log is moving at Contact BlueMatt on freenode if something looks broken.
3277	28703086	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28703086	BitcoinPullTester	Automatic sanity-testing: PASSED, see for binaries and test log. This test script verifies pulls every time they are updated. It, however, dies sometimes and fails to test properly. If you are waiting on a test, please check timestamps to verify that the test.log is moving at Contact BlueMatt on freenode if something looks broken.
3276	28793347	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28793347	laanwj	Code changes look good
3276	28943815	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28943815	sipa	Rebased to trigger pulltester evaluation.
3276	28948690	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28948690	sipa	I missed the should-not-disconnect-localhost behaviour, thanks pulltester!
3276	28949618	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28949618	BitcoinPullTester	Automatic sanity-testing: PASSED, see for binaries and test log. This test script verifies pulls every time they are updated. It, however, dies sometimes and fails to test properly. If you are waiting on a test, please check timestamps to verify that the test.log is moving at Contact BlueMatt on freenode if something looks broken.
3273	28649263	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28649263	BitcoinPullTester	Automatic sanity-testing: PASSED, see for binaries and test log. This test script verifies pulls every time they are updated. It, however, dies sometimes and fails to test properly. If you are waiting on a test, please check timestamps to verify that the test.log is moving at Contact BlueMatt on freenode if something looks broken.
3273	28983865	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28983865	Diapolo	ACK to the idea, didnt test the code... but looks sane :).
3271	28642450	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28642450	jgarzik	While the motivation is appreciated... meh, a bit disinclined to stir every printf line, and break tons of other patches, for this.
3271	28644305	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28644305	laanwj	Thats also why I have discouraged doing this. On the other hand, it appears pretty trivial to rebase patches to this and it mostly (only) affects debug printing.
3271	28645089	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28645089	laanwj	Apart from the above nits I think this is overall a good idea (printf is ugly and un-typesafe after all, so getting rid of it in favor of a safer method reduces risks. Also depending on C99 as well as C++ was a bit weird), but we may want to merge other pull requests first to prevent conflicts.
3271	28649395	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28649395	sipa	Id prefer a `CLogStream("class") << ...`, with "class" optional as well. Since this is something that is often written during debugging, maybe just call it `Log()`?
3271	28649428	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28649428	sipa	Why remove errors return type?
3271	28649828	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28649828	brandondahler	Because error always returned false, which made the fact that it returns anything confusing (until you looked up the definition). Error was a subroutine acting like a function. > On Nov 17, 2013, at 8:29 AM, Pieter Wuille <notifications@github.com> wrote: > > Why remove errors return value? > > > Reply to this email directly or view it on GitHub.
3271	28677269	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28677269	brandondahler	and following your suggestions, I have created the Log class (log.h and log.cpp). At its core it works by multiplexing an input to multiple outputs. Since generally flags wont change after instantiation of the class (except for changes from other threads), the constructor of the instantiation reads the different flags and decides what streams to send the data to. For all types except strings and const char*s, the data is just passed along to the streams below (manipulators work too). For strings and const char*s, we do a little processing based on what stream it is, specifically seeing if/when we are writing new lines. For the error function, I removed it all-together and replaced them with log calls ("ERROR: " prepended, "\n" appened). If we want to make it so the "ERROR: " part is configurable, I would recommend a public static const char* on Log instead of making a wrapping function.
3271	28757904	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28757904	brandondahler	Fixed problems hopefully, rebased.
3271	28857110	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28857110	gavinandresen	I prefer printf-style syntax over << " " << etc, so I dont like this pull. It is 700 extra lines of code for approximately zero practical benefit that I can see.
3271	28858928	https://api.github.com/repos/bitcoin/bitcoin/issues/comments/28858928	BitcoinPullTester	Automatic sanity-testing: FAILED BUILD/TEST, see for binaries and test log. This could happen for one of several reasons: 1. It chanages paths in makefile.linux-mingw or otherwise changes build scripts in a way that made them incompatible with the automated testing scripts (please tweak those patches in qa/pull-tester) 2. It adds/modifies tests which test network rules (thanks for doing that), which conflicts with a patch applied at test time 3. It does not build on either Linux i386 or Win32 (via MinGW cross compile) 4. The test suite fails on either Linux i386 or Win32 5. The block test-cases failed (lookup the first bNN identifier which failed in If you believe this to be in error, please ping BlueMatt on freenode or TheBlueMatt here. This test script verifies pulls every time they are updated. It, however, dies sometimes and fails to test properly. If you are waiting on a test, please check timestamps to verify that the test.log is moving at Contact BlueMatt on freenode if something looks broken.
