3258	closed	Diapolo	Dont talk about it, just merge it ^^. NO other change than removal of spaces.	https://api.github.com/repos/bitcoin/bitcoin/pulls/3258	https://api.github.com/repos/bitcoin/bitcoin/issues/3258/comments	2013-11-15T11:26:02Z	2013-11-15T12:58:00Z
3252	closed	laanwj	Adds three new languages: - de_AT: German (Austria) - gl: Galician - sl_SI: Slovenian (Slovenia) Updates many others. Thanks to the translators contributing on Transifex!	https://api.github.com/repos/bitcoin/bitcoin/pulls/3252	https://api.github.com/repos/bitcoin/bitcoin/issues/3252/comments	2013-11-14T14:01:09Z	2013-11-15T07:59:05Z
3251	closed	dertin	spellcheck.	https://api.github.com/repos/bitcoin/bitcoin/pulls/3251	https://api.github.com/repos/bitcoin/bitcoin/issues/3251/comments	2013-11-14T13:40:37Z	2013-11-14T13:53:00Z
3248	closed	laanwj	This is more consistent with other places in the GUI. ![overviewalignright](https://f.cloud.github.com/assets/126646/1539303/35e0bb78-4d06-11e3-8cad-d6eeff582cf8.png)	https://api.github.com/repos/bitcoin/bitcoin/pulls/3248	https://api.github.com/repos/bitcoin/bitcoin/issues/3248/comments	2013-11-14T08:25:21Z	2013-11-15T07:57:24Z
3247	closed	Diapolo	- example: if util.h includes stdint.h, remove it from util.cpp, as util.h is the first header included in util.cpp	https://api.github.com/repos/bitcoin/bitcoin/pulls/3247	https://api.github.com/repos/bitcoin/bitcoin/issues/3247/comments	2013-11-13T16:44:12Z	2013-11-15T07:57:27Z
3246	closed	laanwj	Rebased (and pulltester-fixed) version of #3184	https://api.github.com/repos/bitcoin/bitcoin/pulls/3246	https://api.github.com/repos/bitcoin/bitcoin/issues/3246/comments	2013-11-13T13:55:34Z	2013-11-13T16:23:38Z
3244	closed	laanwj	Change mingw build to use C99 printf statements. Otherwise, format specifiers such as PRId64 will not work on XP or earlier (see This bug was introduced with 51ed9ec9. Continued from #3237 (Silence inttypes.h compiler warnings on Windows) and #3236 (massive compiler warning spam). This also adds strprintf() testcases so that hopefully this problem will be caught by the pulltester next time.	https://api.github.com/repos/bitcoin/bitcoin/pulls/3244	https://api.github.com/repos/bitcoin/bitcoin/issues/3244/comments	2013-11-13T10:37:29Z	2013-11-13T16:58:36Z
3241	closed	laanwj	Fixes ancient issue #1460.	https://api.github.com/repos/bitcoin/bitcoin/pulls/3241	https://api.github.com/repos/bitcoin/bitcoin/issues/3241/comments	2013-11-12T15:42:16Z	2013-11-12T16:21:25Z
3240	closed	laanwj	Rebased version of #2901	https://api.github.com/repos/bitcoin/bitcoin/pulls/3240	https://api.github.com/repos/bitcoin/bitcoin/issues/3240/comments	2013-11-12T12:44:16Z	2013-11-13T12:35:12Z
3238	closed	Diapolo	- harmonize function with GUIUtil::getOpenFileName() - also make PNG Image singular (grammar)	https://api.github.com/repos/bitcoin/bitcoin/pulls/3238	https://api.github.com/repos/bitcoin/bitcoin/issues/3238/comments	2013-11-11T21:59:50Z	2013-11-12T08:37:27Z
3237	closed	Diapolo	- the warnings are related to MinGWs inttypes.h (observed with MinGW based on GCC version 4.8.1 (rev5, Built by MinGW-W64 project) and likely other version also suffer from this) - fixes #3236	https://api.github.com/repos/bitcoin/bitcoin/pulls/3237	https://api.github.com/repos/bitcoin/bitcoin/issues/3237/comments	2013-11-11T21:53:18Z	2013-11-13T10:38:22Z
3235	closed	Diapolo		https://api.github.com/repos/bitcoin/bitcoin/pulls/3235	https://api.github.com/repos/bitcoin/bitcoin/issues/3235/comments	2013-11-11T15:22:01Z	2013-11-12T08:34:16Z
3233	closed	laanwj	Lets merge the non-controversial commits of #3147, at least if it passes the pulltester now.	https://api.github.com/repos/bitcoin/bitcoin/pulls/3233	https://api.github.com/repos/bitcoin/bitcoin/issues/3233/comments	2013-11-11T08:59:11Z	2013-11-11T12:42:25Z
3232	closed	laanwj	Add note about building on Ubuntu 13.10 (issue #3219). Also mention `autoconf` as required package.	https://api.github.com/repos/bitcoin/bitcoin/pulls/3232	https://api.github.com/repos/bitcoin/bitcoin/issues/3232/comments	2013-11-11T08:12:24Z	2013-11-11T08:50:22Z
3231	closed	brandondahler	Updates some documentation, sparked from issue #3230. I cannot test the build instructions myself, but assume they will work (what is there now doesnt work regardless). The command find . -path */.git* -prune -o -type f -exec grep makefile\\. {} \; -print shows only 2 more files that reference the old makefile.* files: cd src; $(MAKE) -f makefile.unix bitcoind cd src; $(MAKE) -f makefile.unix clean cd src; $(MAKE) -f makefile.unix test_bitcoin ./contrib/debian/rules src/makefile.osx (Expat). ./contrib/debian/changelog	https://api.github.com/repos/bitcoin/bitcoin/pulls/3231	https://api.github.com/repos/bitcoin/bitcoin/issues/3231/comments	2013-11-11T03:33:12Z	2013-11-11T08:59:38Z
3223	closed	TheBlueMatt	* Add a few more basic script/tx test-cases (bitcoinj broke :( ) * Skip comparison tool on win32 since Wine breaks it	https://api.github.com/repos/bitcoin/bitcoin/pulls/3223	https://api.github.com/repos/bitcoin/bitcoin/issues/3223/comments	2013-11-08T17:35:47Z	2013-11-08T17:48:30Z
3222	closed	Diapolo	- rework window title to not include Bitcoin - in front, as no other dialog does this - favor a connect() call over an own function for clearing the traffic graph - write monospace lowercase (seems to be correct after some web search) and add a comment that we should avoid / remove fixed font sizes	https://api.github.com/repos/bitcoin/bitcoin/pulls/3222	https://api.github.com/repos/bitcoin/bitcoin/issues/3222/comments	2013-11-08T07:27:37Z	2013-11-08T08:32:43Z
3215	closed	laanwj	This adds a simple "Open URI..." option to the menu which allows manually opening URIs and payment requests from files on disk. ![openurl1](https://f.cloud.github.com/assets/126646/1482933/a436f73c-46ed-11e3-9a17-c05f9d03c62c.png) ![openurl2](https://f.cloud.github.com/assets/126646/1482934/a448fe5a-46ed-11e3-8086-eda85889fec3.png) Some behind-the-scenes code changes: - Always route received URIs (even those drag/dropped) through PaymentServer; this means that bitcoin: URIs that refer to payment requests can be used - Add getOpenFileName function to GUIUtil analogous to getSaveFileName Addresses #3202.	https://api.github.com/repos/bitcoin/bitcoin/pulls/3215	https://api.github.com/repos/bitcoin/bitcoin/issues/3215/comments	2013-11-06T14:17:20Z	2013-11-11T13:33:43Z
3211	closed	brandondahler	Fixes issue #3200. I do not know much about autotools nor automake, I would highly recommend review by a more knowledgeable person in the area. Has been merged into #2767 and subsequenty caused it to pass the BitcoinPullTester.	https://api.github.com/repos/bitcoin/bitcoin/pulls/3211	https://api.github.com/repos/bitcoin/bitcoin/issues/3211/comments	2013-11-06T03:07:54Z	2013-11-09T17:47:00Z
3209	closed	Diapolo	Could you check the ``AskPassphraseDialog::event()`` code, it looks like we nearly duplicated ``AskPassphraseDialog::eventFilter()``. Perhaps its save to remove it, Im not sure.	https://api.github.com/repos/bitcoin/bitcoin/pulls/3209	https://api.github.com/repos/bitcoin/bitcoin/issues/3209/comments	2013-11-05T18:21:42Z	2013-11-07T12:53:34Z
3208	closed	Diapolo	- this change extends our working drag and drop feature for bitcoin: URIs by adding support for payment request URIs (payment request files should be easy to do in another pull also) - removes code from BitcoinGUI and lets PaymentServer handle it - makes eventFilter() in PaymentServer protected Intended as a first step for #3202.	https://api.github.com/repos/bitcoin/bitcoin/pulls/3208	https://api.github.com/repos/bitcoin/bitcoin/issues/3208/comments	2013-11-05T18:11:37Z	2013-11-08T07:04:58Z
3206	closed	Diapolo		https://api.github.com/repos/bitcoin/bitcoin/pulls/3206	https://api.github.com/repos/bitcoin/bitcoin/issues/3206/comments	2013-11-05T16:38:00Z	2013-11-05T17:02:52Z
3205	closed	Diapolo		https://api.github.com/repos/bitcoin/bitcoin/pulls/3205	https://api.github.com/repos/bitcoin/bitcoin/issues/3205/comments	2013-11-05T16:29:49Z	2013-11-05T17:02:13Z
3204	closed	Diapolo		https://api.github.com/repos/bitcoin/bitcoin/pulls/3204	https://api.github.com/repos/bitcoin/bitcoin/issues/3204/comments	2013-11-05T16:21:40Z	2013-11-05T18:24:40Z
3199	closed	sipa	This pull request should have no functional effects. * The first commit removes the CBlockIndex dependency of CCoinsView, making it reason in terms of block hashes (which it was doing under the hood anyway). * The second commit moves most CCoins/CCoinsView related logic to coins.{h,cpp}, and the rest to txmempool.{h,cpp}. This removes the need for the LookupFromTip loophole, as txmempool is just built on top of coins.	https://api.github.com/repos/bitcoin/bitcoin/pulls/3199	https://api.github.com/repos/bitcoin/bitcoin/issues/3199/comments	2013-11-05T01:59:25Z	2013-11-11T02:09:58Z
3198	closed	nvmd	This is supposed to fix #2806 (compilation problems on OSX 10.9: ``` ... CXX rpcdump.o In file included from rpcdump.cpp:5: In file included from /Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/../lib/c++/v1/iostream:38: In file included from /Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/../lib/c++/v1/ios:216: /Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/../lib/c++/v1/__locale:144:29: error: cannot initialize a parameter of type std::__1::locale::facet * with an lvalue of type const boost::date_time::time_input_facet<boost::posix_time::ptime, char, std::__1::istreambuf_iterator<char, std::__1::char_traits<char> > > * __install_ctor(__other, __f, __f ? __f->id.__get() : 0); ^~~ rpcdump.cpp:31:23: note: in instantiation of function template specialization std::__1::locale::locale<const boost::date_time::time_input_facet<boost::posix_time::ptime, char, std::__1::istreambuf_iterator<char, std::__1::char_traits<char> > > > requested here const std::locale loc(std::locale::classic(), &facet); ^ /Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/../lib/c++/v1/__locale:96:46: note: passing argument to parameter here void __install_ctor(const locale&, facet*, long); ^ 1 error generated. make[3]: *** [rpcdump.o] Error 1 make[2]: *** [all-recursive] Error 1 make[1]: *** [all] Error 2 make: *** [all-recursive] Error 1 ```)	https://api.github.com/repos/bitcoin/bitcoin/pulls/3198	https://api.github.com/repos/bitcoin/bitcoin/issues/3198/comments	2013-11-04T21:04:02Z	2013-11-05T00:50:55Z
